         買超概算   區間漲幅       代號            分類
28  上漲ing       茂達   6.38(億)     電子上游-IC-設計
29   緩緩上漲       旺矽  10.94(億)     電子上游-IC-其他
30  上漲ing   矽力*-KY  13.29(億)     電子上游-IC-設計
31   緩緩上漲       迅得   2.36(億)    電子中游-儀器設備工程
32  上漲ing    訊芯-KY  -2.18(億)     電子上游-IC-封測
33   緩緩上漲      愛普*  10.91(億)     電子上游-IC-設計
34     很強      信紘科   2.36(億)    電子中游-儀器設備工程
35   緩緩下跌       榮群   0.41(億)      電子中游-通訊設備
36  上漲ing       安國   1.57(億)     電子上游-IC-設計
37   緩緩上漲    宏捷科-◎  12.12(億)     電子上游-IC-代工
38   緩緩上漲       品安   0.62(億)    電子上游-DRAM銷售
39   緩緩上漲       勤誠   9.92(億)        電子中游-機殼
40   緩緩上漲     群聯-●  12.86(億)     電子上游-IC-設計
41  上漲ing       泰銘   1.89(億)          傳產-鋼鐵
[['TWSE', '很強'], ['TWSE', '上漲ing'], ['TWSE', '緩緩上漲'], ['TWSE', '緩緩下跌'], ['TWSE', '下跌ing'], ['TWSE', '很弱'], ['緩緩上漲', '亞力'], ['很強', '力山'], ['緩緩上漲', '耿鼎'], ['緩緩上漲', '美時-◎'], ['上漲ing', '華邦電-◎'], ['緩緩上漲', '金像電-◎'], ['上漲ing', '精元'], ['很強', '威盛-◎'], ['緩緩上漲', '美食-KY'], ['下跌ing', '文曄-◎'], ['緩緩上漲', '聯傑'], ['緩緩上漲', '優群'], ['上漲ing', '宇環'], ['緩緩上漲', '雙鴻-◎'], ['緩緩上漲', '新日興-◎'], ['上漲ing', '力旺-●'], ['上漲ing', '敦泰'], ['上漲ing', '通嘉'], ['緩緩下跌', '德微'], ['緩緩上漲', '日月光投控-◎'], ['上漲ing', '聯合'], ['緩緩上漲', '台耀'], ['緩緩上漲', '新唐-◎'], ['緩緩下跌', '建榮'], ['緩緩上漲', '宣德-◎'], ['緩緩下跌', '全家'], ['緩緩上漲', '創惟'], ['很強', '擎邦'], ['上漲ing', '茂達'], ['緩緩上漲', '旺矽'], ['上漲ing', '矽力*-KY'], ['緩緩上漲', '迅得'], ['上漲ing', '訊芯-KY'], ['緩緩上漲', '愛普*'], ['很強', '信紘科'], ['緩緩下跌', '榮群'], ['上漲ing', '安國'], ['緩緩上漲', '宏捷科-◎'], ['緩緩上漲', '品安'], ['緩緩上漲', '勤誠'], ['緩緩上漲', '群聯-●'], ['上漲ing', '泰銘'], ['亞力', '3.26(億)'], ['力山', '3.67(億)'], ['耿鼎', '1.84(億)'], ['美時-◎', '-4.35(億)'], ['華邦電-◎', '27.38(億)'], ['金像電-◎', '17.87(億)'], ['精元', '1.8(億)'], ['威盛-◎', '20.71(億)'], ['美食-KY', '-1.21(億)'], ['文曄-◎', '39.76(億)'], ['聯傑', '1.08(億)'], ['優群', '2.7(億)'], ['宇環', '0.35(億)'], ['雙鴻-◎', '6.72(億)'], ['新日興-◎', '6.92(億)'], ['力旺-●', '13.18(億)'], ['敦泰', '17.88(億)'], ['通嘉', '2.45(億)'], ['德微', '-1.01(億)'], ['日月光投控-◎', '25.28(億)'], ['聯合', '1.79(億)'], ['台耀', '3.19(億)'], ['新唐-◎', '6.52(億)'], ['建榮', '-0.2(億)'], ['宣德-◎', '0.64(億)'], ['全家', '-1.51(億)'], ['創惟', '4.83(億)'], ['擎邦', '4.32(億)'], ['茂達', '6.38(億)'], ['旺矽', '10.94(億)'], ['矽力*-KY', '13.29(億)'], ['迅得', '2.36(億)'], ['訊芯-KY', '-2.18(億)'], ['愛普*', '10.91(億)'], ['信紘科', '2.36(億)'], ['榮群', '0.41(億)'], ['安國', '1.57(億)'], ['宏捷科-◎', '12.12(億)'], ['品安', '0.62(億)'], ['勤誠', '9.92(億)'], ['群聯-●', '12.86(億)'], ['泰銘', '1.89(億)']]
         買超概算   區間漲幅       代號             分類
0    6.101338  36.93       力山          傳產-電機
1   18.725012  19.40       華城          傳產-電機
2    2.427245   6.45       耿鼎       傳產-汽車零組件
3    1.904794   0.71       宇隆       傳產-汽車零組件
4   28.589529  10.16    華邦電-◎     電子上游-IC-製造
5    6.813483  17.75     敬鵬-◎    電子上游-PCB-製造
6   16.086083   2.56    金像電-◎    電子上游-PCB-製造
7    2.174716  13.60       精元  電子中游-NB與手機零組件
8   32.755815  24.03     威盛-◎     電子上游-IC-設計
9    0.999778   9.04       亞航          傳產-航運
10  -1.972924   2.96    美食-KY          傳產-觀光
11  38.305329 -17.99     文曄-◎     電子上游-IC-通路
12   0.860272  25.10       大綜        軟體-系統整合
13   0.379737  15.85       宇環    電子上游-PCB-製造
14   7.881737   4.04     雙鴻-◎  電子中游-NB與手機零組件
15   2.021445   7.89       上詮      電子上游-被動元件
16   4.227510  11.50    新日興-◎  電子中游-NB與手機零組件
17  22.005134  20.65       敦泰     電子上游-IC-設計
18   2.541168  23.46       通嘉     電子上游-IC-設計
19  22.997163   5.93  日月光投控-◎     電子上游-IC-封測
20   1.898953   6.72       聯合          傳產-生技
21   0.669343   3.80     宣德-◎      電子上游-連接元件
22  -1.669031  -0.82       全家          傳產-百貨
23   4.040472   7.55       創惟     電子上游-IC-設計
24   4.721754  34.84       擎邦    電子中游-儀器設備工程
25  10.215567   5.61       旺矽     電子上游-IC-其他
26   0.428658   3.21      安鈦克        電子中游-其他
27  12.105107  17.07   矽力*-KY     電子上游-IC-設計
28  -2.266974  20.92    訊芯-KY     電子上游-IC-封測
29   1.156208   7.14       點序     電子上游-IC-設計
30   6.413555   6.10      愛普*     電子上游-IC-設計
31   7.304980  -2.44      M31     電子上游-IC-設計
32   2.564009  18.32      信紘科    電子中游-儀器設備工程
33   0.438732   4.55       榮群      電子中游-通訊設備
34   1.684384  27.16       安國     電子上游-IC-設計
35  11.235123   0.00    宏捷科-◎     電子上游-IC-代工
36   6.692082   3.13       勤誠        電子中游-機殼
37   2.031564  17.13       泰銘          傳產-鋼鐵
38   1.020914   8.07      萬國通          傳產-塑膠
         買超概算       代號             分類  node1
0    6.101338       力山          傳產-電機     很強
1   18.725012       華城          傳產-電機  上漲ing
2    2.427245       耿鼎       傳產-汽車零組件   緩緩上漲
3    1.904794       宇隆       傳產-汽車零組件   緩緩上漲
4   28.589529    華邦電-◎     電子上游-IC-製造  上漲ing
5    6.813483     敬鵬-◎    電子上游-PCB-製造  上漲ing
6   16.086083    金像電-◎    電子上游-PCB-製造   緩緩上漲
7    2.174716       精元  電子中游-NB與手機零組件  上漲ing
8   32.755815     威盛-◎     電子上游-IC-設計     很強
9    0.999778       亞航          傳產-航運   緩緩上漲
10  -1.972924    美食-KY          傳產-觀光   緩緩上漲
11  38.305329     文曄-◎     電子上游-IC-通路  下跌ing
12   0.860272       大綜        軟體-系統整合     很強
13   0.379737       宇環    電子上游-PCB-製造  上漲ing
14   7.881737     雙鴻-◎  電子中游-NB與手機零組件   緩緩上漲
15   2.021445       上詮      電子上游-被動元件   緩緩上漲
16   4.227510    新日興-◎  電子中游-NB與手機零組件  上漲ing
17  22.005134       敦泰     電子上游-IC-設計     很強
18   2.541168       通嘉     電子上游-IC-設計     很強
19  22.997163  日月光投控-◎     電子上游-IC-封測   緩緩上漲
20   1.898953       聯合          傳產-生技   緩緩上漲
21   0.669343     宣德-◎      電子上游-連接元件   緩緩上漲
22  -1.669031       全家          傳產-百貨   緩緩下跌
23   4.040472       創惟     電子上游-IC-設計   緩緩上漲
24   4.721754       擎邦    電子中游-儀器設備工程     很強
25  10.215567       旺矽     電子上游-IC-其他   緩緩上漲
26   0.428658      安鈦克        電子中游-其他   緩緩上漲
27  12.105107   矽力*-KY     電子上游-IC-設計  上漲ing
28  -2.266974    訊芯-KY     電子上游-IC-封測     很強
29   1.156208       點序     電子上游-IC-設計   緩緩上漲
30   6.413555      愛普*     電子上游-IC-設計   緩緩上漲
31   7.304980      M31     電子上游-IC-設計   緩緩下跌
32   2.564009      信紘科    電子中游-儀器設備工程  上漲ing
33   0.438732       榮群      電子中游-通訊設備   緩緩上漲
34   1.684384       安國     電子上游-IC-設計     很強
35  11.235123    宏捷科-◎     電子上游-IC-代工     很弱
36   6.692082       勤誠        電子中游-機殼   緩緩上漲
37   2.031564       泰銘          傳產-鋼鐵  上漲ing
38   1.020914      萬國通          傳產-塑膠   緩緩上漲
               分類  node1    node2     node3
0           傳產-電機     很強       力山    6.1(億)
1           傳產-電機  上漲ing       華城  18.73(億)
2        傳產-汽車零組件   緩緩上漲       耿鼎   2.43(億)
3        傳產-汽車零組件   緩緩上漲       宇隆    1.9(億)
4      電子上游-IC-製造  上漲ing    華邦電-◎  28.59(億)
5     電子上游-PCB-製造  上漲ing     敬鵬-◎   6.81(億)
6     電子上游-PCB-製造   緩緩上漲    金像電-◎  16.09(億)
7   電子中游-NB與手機零組件  上漲ing       精元   2.17(億)
8      電子上游-IC-設計     很強     威盛-◎  32.76(億)
9           傳產-航運   緩緩上漲       亞航    1.0(億)
10          傳產-觀光   緩緩上漲    美食-KY  -1.97(億)
11     電子上游-IC-通路  下跌ing     文曄-◎  38.31(億)
12        軟體-系統整合     很強       大綜   0.86(億)
13    電子上游-PCB-製造  上漲ing       宇環   0.38(億)
14  電子中游-NB與手機零組件   緩緩上漲     雙鴻-◎   7.88(億)
15      電子上游-被動元件   緩緩上漲       上詮   2.02(億)
16  電子中游-NB與手機零組件  上漲ing    新日興-◎   4.23(億)
17     電子上游-IC-設計     很強       敦泰  22.01(億)
18     電子上游-IC-設計     很強       通嘉   2.54(億)
19     電子上游-IC-封測   緩緩上漲  日月光投控-◎   23.0(億)
20          傳產-生技   緩緩上漲       聯合    1.9(億)
21      電子上游-連接元件   緩緩上漲     宣德-◎   0.67(億)
22          傳產-百貨   緩緩下跌       全家  -1.67(億)
23     電子上游-IC-設計   緩緩上漲       創惟   4.04(億)
24    電子中游-儀器設備工程     很強       擎邦   4.72(億)
25     電子上游-IC-其他   緩緩上漲       旺矽  10.22(億)
26        電子中游-其他   緩緩上漲      安鈦克   0.43(億)
27     電子上游-IC-設計  上漲ing   矽力*-KY  12.11(億)
28     電子上游-IC-封測     很強    訊芯-KY  -2.27(億)
29     電子上游-IC-設計   緩緩上漲       點序   1.16(億)
30     電子上游-IC-設計   緩緩上漲      愛普*   6.41(億)
31     電子上游-IC-設計   緩緩下跌      M31    7.3(億)
32    電子中游-儀器設備工程  上漲ing      信紘科   2.56(億)
33      電子中游-通訊設備   緩緩上漲       榮群   0.44(億)
34     電子上游-IC-設計     很強       安國   1.68(億)
35     電子上游-IC-代工     很弱    宏捷科-◎  11.24(億)
36        電子中游-機殼   緩緩上漲       勤誠   6.69(億)
37          傳產-鋼鐵  上漲ing       泰銘   2.03(億)
38          傳產-塑膠   緩緩上漲      萬國通   1.02(億)
    node1    node2     node3          node4
0      很強       力山    6.1(億)          傳產-電機
1   上漲ing       華城  18.73(億)          傳產-電機
2    緩緩上漲       耿鼎   2.43(億)       傳產-汽車零組件
3    緩緩上漲       宇隆    1.9(億)       傳產-汽車零組件
4   上漲ing    華邦電-◎  28.59(億)     電子上游-IC-製造
5   上漲ing     敬鵬-◎   6.81(億)    電子上游-PCB-製造
6    緩緩上漲    金像電-◎  16.09(億)    電子上游-PCB-製造
7   上漲ing       精元   2.17(億)  電子中游-NB與手機零組件
8      很強     威盛-◎  32.76(億)     電子上游-IC-設計
9    緩緩上漲       亞航    1.0(億)          傳產-航運
10   緩緩上漲    美食-KY  -1.97(億)          傳產-觀光
11  下跌ing     文曄-◎  38.31(億)     電子上游-IC-通路
12     很強       大綜   0.86(億)        軟體-系統整合
13  上漲ing       宇環   0.38(億)    電子上游-PCB-製造
14   緩緩上漲     雙鴻-◎   7.88(億)  電子中游-NB與手機零組件
15   緩緩上漲       上詮   2.02(億)      電子上游-被動元件
16  上漲ing    新日興-◎   4.23(億)  電子中游-NB與手機零組件
17     很強       敦泰  22.01(億)     電子上游-IC-設計
18     很強       通嘉   2.54(億)     電子上游-IC-設計
19   緩緩上漲  日月光投控-◎   23.0(億)     電子上游-IC-封測
20   緩緩上漲       聯合    1.9(億)          傳產-生技
21   緩緩上漲     宣德-◎   0.67(億)      電子上游-連接元件
22   緩緩下跌       全家  -1.67(億)          傳產-百貨
23   緩緩上漲       創惟   4.04(億)     電子上游-IC-設計
24     很強       擎邦   4.72(億)    電子中游-儀器設備工程
25   緩緩上漲       旺矽  10.22(億)     電子上游-IC-其他
26   緩緩上漲      安鈦克   0.43(億)        電子中游-其他
27  上漲ing   矽力*-KY  12.11(億)     電子上游-IC-設計
28     很強    訊芯-KY  -2.27(億)     電子上游-IC-封測
29   緩緩上漲       點序   1.16(億)     電子上游-IC-設計
30   緩緩上漲      愛普*   6.41(億)     電子上游-IC-設計
31   緩緩下跌      M31    7.3(億)     電子上游-IC-設計
32  上漲ing      信紘科   2.56(億)    電子中游-儀器設備工程
33   緩緩上漲       榮群   0.44(億)      電子中游-通訊設備
34     很強       安國   1.68(億)     電子上游-IC-設計
35     很弱    宏捷科-◎  11.24(億)     電子上游-IC-代工
36   緩緩上漲       勤誠   6.69(億)        電子中游-機殼
37  上漲ing       泰銘   2.03(億)          傳產-鋼鐵
38   緩緩上漲      萬國通   1.02(億)          傳產-塑膠
[['TWSE', '很強'], ['TWSE', '上漲ing'], ['TWSE', '緩緩上漲'], ['TWSE', '緩緩下跌'], ['TWSE', '下跌ing'], ['TWSE', '很弱'], ['很強', '力山'], ['上漲ing', '華城'], ['緩緩上漲', '耿鼎'], ['緩緩上漲', '宇隆'], ['上漲ing', '華邦電-◎'], ['上漲ing', '敬鵬-◎'], ['緩緩上漲', '金像電-◎'], ['上漲ing', '精元'], ['很強', '威盛-◎'], ['緩緩上漲', '亞航'], ['緩緩上漲', '美食-KY'], ['下跌ing', '文曄-◎'], ['很強', '大綜'], ['上漲ing', '宇環'], ['緩緩上漲', '雙鴻-◎'], ['緩緩上漲', '上詮'], ['上漲ing', '新日興-◎'], ['很強', '敦泰'], ['很強', '通嘉'], ['緩緩上漲', '日月光投控-◎'], ['緩緩上漲', '聯合'], ['緩緩上漲', '宣德-◎'], ['緩緩下跌', '全家'], ['緩緩上漲', '創惟'], ['很強', '擎邦'], ['緩緩上漲', '旺矽'], ['緩緩上漲', '安鈦克'], ['上漲ing', '矽力*-KY'], ['很強', '訊芯-KY'], ['緩緩上漲', '點序'], ['緩緩上漲', '愛普*'], ['緩緩下跌', 'M31'], ['上漲ing', '信紘科'], ['緩緩上漲', '榮群'], ['很強', '安國'], ['很弱', '宏捷科-◎'], ['緩緩上漲', '勤誠'], ['上漲ing', '泰銘'], ['緩緩上漲', '萬國通'], ['力山', '6.1(億)'], ['華城', '18.73(億)'], ['耿鼎', '2.43(億)'], ['宇隆', '1.9(億)'], ['華邦電-◎', '28.59(億)'], ['敬鵬-◎', '6.81(億)'], ['金像電-◎', '16.09(億)'], ['精元', '2.17(億)'], ['威盛-◎', '32.76(億)'], ['亞航', '1.0(億)'], ['美食-KY', '-1.97(億)'], ['文曄-◎', '38.31(億)'], ['大綜', '0.86(億)'], ['宇環', '0.38(億)'], ['雙鴻-◎', '7.88(億)'], ['上詮', '2.02(億)'], ['新日興-◎', '4.23(億)'], ['敦泰', '22.01(億)'], ['通嘉', '2.54(億)'], ['日月光投控-◎', '23.0(億)'], ['聯合', '1.9(億)'], ['宣德-◎', '0.67(億)'], ['全家', '-1.67(億)'], ['創惟', '4.04(億)'], ['擎邦', '4.72(億)'], ['旺矽', '10.22(億)'], ['安鈦克', '0.43(億)'], ['矽力*-KY', '12.11(億)'], ['訊芯-KY', '-2.27(億)'], ['點序', '1.16(億)'], ['愛普*', '6.41(億)'], ['M31', '7.3(億)'], ['信紘科', '2.56(億)'], ['榮群', '0.44(億)'], ['安國', '1.68(億)'], ['宏捷科-◎', '11.24(億)'], ['勤誠', '6.69(億)'], ['泰銘', '2.03(億)'], ['萬國通', '1.02(億)']]
